class,sms,stemmed_sms,len
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,life face choic toss coin becoz settl question coin air know heart hope,160
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",know god creat gap one made come amp fill gap hold hand,151
ham,I want to be there so i can kiss you and feel you next to me,want kiss feel next,60
ham,I am not at all happy with what you saying or doing,happi say,51
spam,Adult 18 Content Your video will be with you shortly,adult content video shortli,52
ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?",ok would love sure think wot want drinkin dancin eatin cinema wot,137
ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,say explicitli told nora know someon probabl gon na bother,104
ham,He says hi and to get your ass back to south tampa (preferably at a kegger),say hi get ass back south tampa prefer kegger,75
ham,Smith waste da.i wanna gayle.,smith wast wan na gayl,29
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",mum sent mani mani messag sinc got want know actual get enjoy rest day,142
ham,"Aight, tomorrow around &lt;#&gt; it is",aight tomorrow around lt gt,38
ham,"House-Maid is the murderer, coz the man was murdered on &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",murder coz man murder lt gt th public holiday close includ post,165
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",chanc realiti fantasi show call per min ntt ltd po box croydon nation rate call,152
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,actual first time went bed long spoke woke night,130
ham,See you there!,see,14
ham,I dont understand your message.,dont understand messag,31
ham,Crucify is c not s. You should have told me earlier.,crucifi told earlier,52
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",idk keep say sinc move keep but head freedom respons tire much shit deal bare keep togeth get ad,234
ham,Fuck cedar key and fuck her (come over anyway tho),fuck cedar key fuck come anyway tho,50
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,twenti past five said train durham alreadi coz reserv seat,103
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",hey boy want hot xxx pic sent direct ur phone txt porn free per day stop text stopbcm sf,140
ham,U still painting ur wall?,still paint ur wall,25
spam,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",last chanc claim ur worth discount voucher today text shop savamob offer mobil cs savamob sub,154
ham,Printer is cool. I mean groovy. Wine is groovying,printer cool mean groovi wine groovi,49
ham,Hi Harish's rent has been transfred to ur Acnt.,hi harish rent transfr ur acnt,47
ham,Anything lor is she coming?,anyth lor come,27
ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,cbe realli good nowaday lot shop showroom citi shape good,77
ham,ÌÏ still attending da talks?,ìï still attend da talk,28
ham,No probs hon! How u doinat the mo?,prob hon doinat mo,34
ham,K I'll take care of it,take care,22
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,take phone callon friday assum wo year,95
ham,My battery is low babe,batteri low babe,22
ham,Shuhui has bought ron's present it's a swatch watch...,shuhui bought ron present swatch watch,54
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",yeah quit bit left swing tomorrow get,67
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,babe said hour almost internet,73
ham,K I'll be sure to get up before noon and see what's what,sure get noon see,56
ham,K...k...yesterday i was in cbe .,yesterday cbe,32
ham,Went to ganesh dress shop,went ganesh dress shop,25
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",doubl min txt orang tariff latest motorola sonyericsson nokia bluetooth free call yhl,163
ham,ÌÏ collecting ur laptop then going to configure da settings izzit?,ìï collect ur laptop go configur da set izzit,66
ham,If you r @ home then come down within 5 min,home come within min,43
ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",aight latest probabl closer jay tyler two trip,121
ham,Come aftr &lt;DECIMAL&gt; ..now i m cleaning the house,come aftr lt decim gt clean hous,54
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur current pound maxim ur send cash cc po box,139
ham,"Bill, as in: Are there any letters for me. i‰Ûªm expecting one from orange that isn‰Ûªt a bill but may still say orange on it.",bill letter expect one orang bill may still say orang,126
ham,Tell me pa. How is pain de.,tell pain de,27
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,hi darlin hope nice night wish come cant wait see love fran ps want dirti anal sex want man gang bang,141
ham,"Ha. You don‰Û÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",ha know either clever simpl thing pear day perfect christma,111
ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",helloooo wake full gud,125
ham,ALRITE,alrit,6
ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,must sit around wait summer day celebr magic sight world dress white oooooh let snow,142
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,urgent mobil number award prize guarante call land line claim valid,137
ham,How do you guys go to see movies on your side.,guy go see movi side,46
ham,"Sorry,in meeting I'll call later",sorri meet call later,32
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,tell think plu go stop run,89
ham,Kindly send some one to our flat before &lt;DECIMAL&gt; today.,kindli send one flat lt decim gt today,62
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,sorri unsubscrib yet mob offer packag min term week pl resubmit request expiri repli themob help info,148
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,noth lor bit bore dun go home earli sleep today,77
ham,What time should I tell my friend to be around?,time tell friend around,47
ham,Yes. that will be fine. Love you. Be safe.,ye fine love safe,42
ham,Thanks chikku..:-) gud nyt:-*,thank gud nyt,29
ham,Is xy in ur car when u picking me up?,xy ur car pick,37
ham,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",thanx time weåõv spent bin mint ur babi want xxxx,86
ham,"Yo, any way we could pick something up tonight?",yo way could pick someth tonight,47
ham,I've not sent it. He can send me.,sent send,33
ham,Fine am simply sitting.,fine simpli sit,23
ham,Thts god's gift for birds as humans hav some natural gift frm god..,tht god gift bird human hav natur gift frm,67
ham,Are you coming to day for class.,come day class,32
ham,Im done. Just studyn in library,im done studyn librari,31
ham,Ok... U enjoy ur shows...,ok enjoy ur show,25
ham,Anything...,anyth,11
ham,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx,wuld without babi thought alon mite break donåõt wan na go crazi everyboy need ladi xxxxxxxx,129
ham,Wat's my dear doing? Sleeping ah?,wat dear sleep ah,33
ham,Hi' Test on &lt;#&gt; rd ....,hi test lt gt rd,29
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt; 9+2+4= &lt;#&gt; 8+6+3= &lt;#&gt; then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,student solv cat question lt gt lt gt lt gt tell answer brilliant got answr,180
ham,Yo do you know anyone &lt;#&gt; or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,yo know anyon lt gt otherwis abl buy liquor guy flake right get hold somebodi loko night,154
ham,Yup n her fren lor. I'm meeting my fren at 730.,yup fren lor meet fren,47
ham,"Yeah, we got one lined up for us",yeah got one line us,32
ham,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*""",stop wonder ever go stop tm whenev want mine,137
ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,lol yep yesterday alreadi got fireplac anoth icon sit,101
ham,Hey i've booked the pilates and yoga lesson already... Haha,hey book pilat yoga lesson alreadi haha,59
ham,Are you ok. What happen to behave like this,happen behav like,43
spam,You have 1 new message. Please call 08712400200.,new messag pleas call,48
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,supervisor find one lor thk student havent ask yet tell aft ask,95
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3.",hello news job make wait fifth week yeah im woozl weasel exet still home,141
ham,No message..no responce..what happend?,happend,38
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.,current messag await collect collect messag call,100
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost &lt;#&gt; bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",hey babe sorri get sooner gari come fix caus think know go far ptbo say cost lt gt buck know might cheaper find someon second hand machin right let know want babe,325
ham,make that 3! 4 fucks sake?! x,make fuck sake,29
ham,Leave it. U will always be ignorant.,leav alway ignor,36
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),nope go sch fri quit earli lor co my si got paper da morn,87
ham,at bruce b downs &amp; fletcher now,bruce down amp fletcher,35
ham,Where are you ? You said you would be here when I woke ... :-(,said would woke,62
ham,Hey now am free you can call me.,hey free call,32
ham,Tell me whos this pls:-),tell who pl,24
